open_time,open,high,low,close,volume,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore,ID,DateTime,Symbol,Quantity,Rate,Side,XRPUSD_BestBid,XRPUSD_BestAsk,XRPEUR_BestBid,XRPEUR_BestAsk,USDEUR_BestBid,USDEUR_BestAsk
2025-03-29 19:11:00,2.1191,2.1198,2.1179,2.1182,32232.0,68297.8599,401,10815.0,22912.2152,0,409930545,2025-03-29 19:11:58,XRPUSD,52.305649,2.11754,Buy,2.11716,2.11754,1.95616,1.95663,,
2025-03-29 19:12:00,2.1181,2.1199,2.1176,2.1195,23218.0,49198.3903,712,11078.0,23475.3944,0,409930559,2025-03-29 19:12:23,XRPUSD,10.3567,2.11786,Buy,2.11785,2.11786,1.95707,1.95769,,
2025-03-29 19:12:00,2.1181,2.1199,2.1176,2.1195,23218.0,49198.3903,712,11078.0,23475.3944,0,409930560,2025-03-29 19:12:23,XRPUSD,1.4e-05,2.11786,Buy,2.11785,2.11786,1.95707,1.95769,,
2025-03-29 19:13:00,2.1195,2.1203,2.1171,2.1172,14641.0,31019.3576,552,6037.0,12789.7134,0,409930601,2025-03-29 19:13:06,XRPUSD,128.839,2.1192,Buy,2.11902,2.1192,1.95784,1.95824,,
2025-03-29 19:14:00,2.1173,2.1189,2.1168,2.1185,30398.0,64373.2409,656,22512.0,47674.3636,0,409930671,2025-03-29 19:14:04,XRPUSD,53.48,2.11726,Buy,2.11637,2.1173900000000003,1.95583,1.95619,,
2025-03-29 19:14:00,2.1173,2.1189,2.1168,2.1185,30398.0,64373.2409,656,22512.0,47674.3636,0,409930687,2025-03-29 19:14:17,XRPUSD,64.134,2.11611,Buy,2.11591,2.11603,1.95492,1.95523,,
2025-03-29 19:15:00,2.1185,2.1186,2.1127,2.1134,104743.0,221499.5611,964,12882.0,27241.8693,0,409930768,2025-03-29 19:15:10,XRPUSD,100.0,2.1173900000000003,Buy,2.11727,2.1173900000000003,1.95618,1.95653,,
2025-03-29 19:15:00,2.1185,2.1186,2.1127,2.1134,104743.0,221499.5611,964,12882.0,27241.8693,0,409930777,2025-03-29 19:15:13,XRPUSD,30.161,2.1173900000000003,Buy,2.11721,2.1173900000000003,1.95618,1.95651,,
2025-03-29 19:15:00,2.1185,2.1186,2.1127,2.1134,104743.0,221499.5611,964,12882.0,27241.8693,0,409930796,2025-03-29 19:15:23,XRPUSD,25.0,2.1142,Buy,2.11371,2.11421,1.95253,1.95399,,
2025-03-29 19:16:00,2.1135,2.1147,2.112,2.1142,42636.0,90111.6379,529,10374.0,21925.3694,0,409930876,2025-03-29 19:16:35,XRPUSD,587.0,2.11362,Buy,2.11342,2.11362,1.95264,1.95287,,
2025-03-29 19:17:00,2.1141,2.1178,2.1139,2.1157,45349.0,95945.5754,536,20490.0,43350.8433,0,409930963,2025-03-29 19:17:20,XRPUSD,2363.01929,2.11594,Buy,2.11525,2.116,1.95456,1.95511,,
2025-03-29 19:17:00,2.1141,2.1178,2.1139,2.1157,45349.0,95945.5754,536,20490.0,43350.8433,0,409930964,2025-03-29 19:17:20,XRPUSD,3.14e-06,2.11594,Buy,2.11525,2.116,1.95456,1.95511,,
2025-03-29 19:17:00,2.1141,2.1178,2.1139,2.1157,45349.0,95945.5754,536,20490.0,43350.8433,0,409930965,2025-03-29 19:17:20,XRPUSD,2362.96012741,2.11599,Buy,2.11525,2.116,1.95456,1.95511,,
2025-03-29 19:17:00,2.1141,2.1178,2.1139,2.1157,45349.0,95945.5754,536,20490.0,43350.8433,0,409930966,2025-03-29 19:17:20,XRPUSD,255.43986945,2.116,Buy,2.11525,2.116,1.95456,1.95511,,
2025-03-29 19:19:00,2.1181,2.1217,2.1181,2.1212,57962.0,122948.4678,383,13948.0,29580.753,0,409931097,2025-03-29 19:19:47,XRPUSD,535.92205845,2.12146,Buy,2.12049,2.12163,1.95922,1.95987,,
2025-03-29 19:20:00,2.1212,2.1221,2.1191,2.1195,63329.0,134322.5279,486,53341.0,113143.9428,0,409931145,2025-03-29 19:20:25,XRPUSD,18.0,2.11942,Buy,2.1194,2.11943,1.95782,1.95823,,
2025-03-29 19:20:00,2.1212,2.1221,2.1191,2.1195,63329.0,134322.5279,486,53341.0,113143.9428,0,409931169,2025-03-29 19:20:42,XRPUSD,24.677816,2.11889,Buy,2.1185400000000003,2.11889,1.95726,1.95789,,
2025-03-29 19:20:00,2.1212,2.1221,2.1191,2.1195,63329.0,134322.5279,486,53341.0,113143.9428,0,409931174,2025-03-29 19:20:44,XRPUSD,9.379,2.1185400000000003,Buy,2.11829,2.1185400000000003,1.95714,1.95755,,
2025-03-29 19:21:00,2.1195,2.1195,2.1147,2.1182,94001.0,198980.1546,632,77939.0,164973.1376,0,409931196,2025-03-29 19:21:00,XRPUSD,197.771928,2.11888,Buy,2.11828,2.11889,1.95715,1.95807,,
2025-03-29 19:21:00,2.1195,2.1195,2.1147,2.1182,94001.0,198980.1546,632,77939.0,164973.1376,0,409931237,2025-03-29 19:21:16,XRPUSD,218.767,2.11651,Buy,2.11632,2.1165700000000003,1.9553,1.95571,,
2025-03-29 19:21:00,2.1195,2.1195,2.1147,2.1182,94001.0,198980.1546,632,77939.0,164973.1376,0,409931261,2025-03-29 19:21:31,XRPUSD,643.7852059999999,2.1147,Buy,2.11455,2.11484,1.95355,1.95403,,
2025-03-29 19:22:00,2.1182,2.1205,2.1181,2.1199,53943.0,114292.9302,528,17080.0,36184.7513,0,409931337,2025-03-29 19:22:19,XRPUSD,11.121,2.11861,Buy,2.11837,2.11861,1.95723,1.95759,,
2025-03-29 19:22:00,2.1182,2.1205,2.1181,2.1199,53943.0,114292.9302,528,17080.0,36184.7513,0,409931353,2025-03-29 19:22:35,XRPUSD,947.0,2.11984,Buy,2.11968,2.11984,1.95844,1.9588,,
2025-03-29 19:22:00,2.1182,2.1205,2.1181,2.1199,53943.0,114292.9302,528,17080.0,36184.7513,0,409931379,2025-03-29 19:22:59,XRPUSD,46.893,2.11935,Buy,2.11901,2.11935,1.95791,1.95834,,
2025-03-29 19:23:00,2.12,2.1208,2.1184,2.1188,40951.0,86798.3665,437,14121.0,29921.7757,0,409931404,2025-03-29 19:23:34,XRPUSD,21.597,2.11836,Buy,2.11816,2.11843,1.95705,1.9575,,
2025-03-29 19:23:00,2.12,2.1208,2.1184,2.1188,40951.0,86798.3665,437,14121.0,29921.7757,0,409931412,2025-03-29 19:23:50,XRPUSD,1096.0,2.11767,Buy,2.11765,2.11767,1.95628,1.95664,,
2025-03-29 19:24:00,2.1187,2.119,2.1176,2.1179,49527.0,104906.4848,438,8180.0,17326.7413,0,409931414,2025-03-29 19:24:01,XRPUSD,48.541101,2.11793,Buy,2.1177,2.11793,1.9567,1.95711,,
2025-03-29 19:24:00,2.1187,2.119,2.1176,2.1179,49527.0,104906.4848,438,8180.0,17326.7413,0,409931415,2025-03-29 19:24:01,XRPUSD,17.160218,2.11791,Buy,2.1177,2.11792,1.9567,1.9572,,
2025-03-29 19:24:00,2.1187,2.119,2.1176,2.1179,49527.0,104906.4848,438,8180.0,17326.7413,0,409931442,2025-03-29 19:24:22,XRPUSD,81.66533299999998,2.11836,Buy,2.11816,2.11836,1.95717,1.95756,,
2025-03-29 19:24:00,2.1187,2.119,2.1176,2.1179,49527.0,104906.4848,438,8180.0,17326.7413,0,409931486,2025-03-29 19:24:56,XRPUSD,2361.13763404,2.11763,Buy,2.11758,2.11763,1.95654,1.95694,,
2025-03-29 19:25:00,2.1178,2.1202,2.1174,2.1181,73764.0,156298.9136,465,43464.0,92090.7102,0,409931520,2025-03-29 19:25:06,XRPUSD,10.0,2.1168,Buy,2.1165700000000003,2.11681,1.9558,1.95614,,
2025-03-29 19:25:00,2.1178,2.1202,2.1174,2.1181,73764.0,156298.9136,465,43464.0,92090.7102,0,409931586,2025-03-29 19:25:49,XRPUSD,25.0,2.11872,Buy,2.11844,2.11859,1.95759,1.95775,,
2025-03-29 19:26:00,2.1182,2.1203,2.1177,2.1195,61905.0,131191.136,498,23469.0,49733.9003,0,409931634,2025-03-29 19:26:27,XRPUSD,10.0,2.11976,Buy,2.11928,2.11977,1.95815,1.9587900000000005,,
2025-03-29 19:26:00,2.1182,2.1203,2.1177,2.1195,61905.0,131191.136,498,23469.0,49733.9003,0,409931650,2025-03-29 19:26:38,XRPUSD,675.0,2.11945,Buy,2.11905,2.11946,1.95779,1.95856,,
2025-03-29 19:26:00,2.1182,2.1203,2.1177,2.1195,61905.0,131191.136,498,23469.0,49733.9003,0,409931651,2025-03-29 19:26:38,XRPUSD,302.0,2.11945,Buy,2.11905,2.11946,1.95779,1.95856,,
2025-03-29 19:26:00,2.1182,2.1203,2.1177,2.1195,61905.0,131191.136,498,23469.0,49733.9003,0,409931652,2025-03-29 19:26:38,XRPUSD,278.35625356,2.11946,Buy,2.11905,2.11946,1.95779,1.95856,,
2025-03-29 19:26:00,2.1182,2.1203,2.1177,2.1195,61905.0,131191.136,498,23469.0,49733.9003,0,409931656,2025-03-29 19:26:41,XRPUSD,232.45310446,2.11931,Buy,2.11905,2.11932,1.95812,1.95844,,
2025-03-29 19:26:00,2.1182,2.1203,2.1177,2.1195,61905.0,131191.136,498,23469.0,49733.9003,0,409931661,2025-03-29 19:26:42,XRPUSD,20.554,2.11961,Buy,2.11937,2.11961,1.95832,1.95874,,
2025-03-29 19:27:00,2.1194,2.1197,2.1182,2.1191,46412.0,98337.8585,405,23763.0,50344.9244,0,409931710,2025-03-29 19:27:43,XRPUSD,7.044,2.11871,Buy,2.11857,2.11871,1.95757,1.95789,,
2025-03-29 19:27:00,2.1194,2.1197,2.1182,2.1191,46412.0,98337.8585,405,23763.0,50344.9244,0,409931730,2025-03-29 19:27:56,XRPUSD,1095.0,2.11871,Buy,2.11844,2.11871,1.95754,1.95791,,
2025-03-29 19:28:00,2.119,2.1204,2.1182,2.1197,41275.0,87488.5411,429,27464.0,58213.6128,0,409931772,2025-03-29 19:28:32,XRPUSD,44.903,2.1187,Buy,2.11805,2.11871,1.95711,1.95808,,
2025-03-29 19:29:00,2.1196,2.1208,2.1180000000000003,2.1199,38581.0,81780.8921,435,24402.0,51728.1586,0,409931817,2025-03-29 19:29:11,XRPUSD,675.0834,2.11748,Buy,2.11726,2.11748,1.95638,1.95693,,
2025-03-29 19:29:00,2.1196,2.1208,2.1180000000000003,2.1199,38581.0,81780.8921,435,24402.0,51728.1586,0,409931822,2025-03-29 19:29:22,XRPUSD,118.67567299,2.1181400000000004,Buy,2.1180000000000003,2.1181400000000004,1.957,1.95738,,
2025-03-29 19:29:00,2.1196,2.1208,2.1180000000000003,2.1199,38581.0,81780.8921,435,24402.0,51728.1586,0,409931833,2025-03-29 19:29:27,XRPUSD,60.49616,2.1187,Buy,2.11869,2.1187,1.95812,1.95845,,
2025-03-29 19:29:00,2.1196,2.1208,2.1180000000000003,2.1199,38581.0,81780.8921,435,24402.0,51728.1586,0,409931834,2025-03-29 19:29:27,XRPUSD,9e-06,2.1187,Buy,2.11869,2.1187,1.95814,1.95875,,
2025-03-29 19:29:00,2.1196,2.1208,2.1180000000000003,2.1199,38581.0,81780.8921,435,24402.0,51728.1586,0,409931842,2025-03-29 19:29:39,XRPUSD,325.07984185,2.11953,Buy,2.11932,2.11953,1.95828,1.95863,,
2025-03-29 19:30:00,2.12,2.1216,2.1174,2.1179,47872.0,101478.3779,574,27002.0,57244.7328,0,409931891,2025-03-29 19:30:25,XRPUSD,30.128,2.12013,Buy,2.11986,2.12013,1.95883,1.95916,,
2025-03-29 19:31:00,2.1179,2.1204,2.1144,2.1154,73145.0,154884.2601,900,25225.0,53437.2328,0,409931939,2025-03-29 19:31:13,XRPUSD,896.92820366,2.11908,Buy,2.11883,2.11914,1.95778,1.95843,,
2025-03-29 19:32:00,2.1154,2.1184,2.1138,2.1183,32801.0,69382.7744,660,16571.0,35055.8302,0,409932057,2025-03-29 19:32:59,XRPUSD,250.0,2.11754,Buy,2.11727,2.11754,1.95642,1.95683,,
2025-03-29 19:33:00,2.1183,2.1196,2.1159,2.1165,45306.0,95964.5605,1005,27300.0,57824.5341,0,409932090,2025-03-29 19:33:26,XRPUSD,2574.4,2.11646,Buy,2.11642,2.11646,1.95568,1.95617,,
2025-03-29 19:34:00,2.1166,2.1188,2.1166,2.1186,21079.0,44646.6311,661,9317.0,19729.0647,0,409932130,2025-03-29 19:34:04,XRPUSD,184.97195362,2.11676,Buy,2.11623,2.11685,1.95582,1.95622,,
2025-03-29 19:34:00,2.1166,2.1188,2.1166,2.1186,21079.0,44646.6311,661,9317.0,19729.0647,0,409932138,2025-03-29 19:34:13,XRPUSD,20.0,2.1179,Buy,2.11734,2.11757,1.95652,1.95688,,
2025-03-29 19:34:00,2.1166,2.1188,2.1166,2.1186,21079.0,44646.6311,661,9317.0,19729.0647,0,409932189,2025-03-29 19:34:57,XRPUSD,31.63361661,2.11798,Buy,2.11781,2.11798,1.95689,1.95727,,
2025-03-29 19:35:00,2.1186,2.1188,2.1145,2.1146,144363.0,305595.1592,937,12780.0,27049.6211,0,409932195,2025-03-29 19:35:02,XRPUSD,46.919,2.11795,Buy,2.11792,2.11795,1.95631,1.95742,,
2025-03-29 19:35:00,2.1186,2.1188,2.1145,2.1146,144363.0,305595.1592,937,12780.0,27049.6211,0,409932196,2025-03-29 19:35:03,XRPUSD,100.0,2.11795,Buy,2.11792,2.11795,1.95668,1.95705,,
2025-03-29 19:35:00,2.1186,2.1188,2.1145,2.1146,144363.0,305595.1592,937,12780.0,27049.6211,0,409932205,2025-03-29 19:35:05,XRPUSD,357.0,2.11695,Buy,2.11668,2.11695,1.95587,1.9568,,
2025-03-29 19:35:00,2.1186,2.1188,2.1145,2.1146,144363.0,305595.1592,937,12780.0,27049.6211,0,409932253,2025-03-29 19:35:59,XRPUSD,14.1911069,2.11395,Buy,2.11368,2.11396,1.95333,1.95345,,
2025-03-29 19:36:00,2.1145,2.1177,2.1142,2.1175,157868.0,333988.8037,752,24263.0,51337.7621,0,409932270,2025-03-29 19:36:08,XRPUSD,2.82,2.11478,Buy,2.11477,2.11478,1.95434,1.95476,,
2025-03-29 19:37:00,2.1174,2.1174,2.1123,2.1126,112394.0,237706.3343,834,14075.0,29760.7306,0,409932362,2025-03-29 19:37:24,XRPUSD,5.656291,2.11431,Buy,2.11409,2.11432,1.95367,1.95406,,
2025-03-29 19:37:00,2.1174,2.1174,2.1123,2.1126,112394.0,237706.3343,834,14075.0,29760.7306,0,409932363,2025-03-29 19:37:28,XRPUSD,8.191915,2.11449,Buy,2.11421,2.11443,1.95383,1.95416,,
2025-03-29 19:37:00,2.1174,2.1174,2.1123,2.1126,112394.0,237706.3343,834,14075.0,29760.7306,0,409932382,2025-03-29 19:37:54,XRPUSD,98.83539269,2.1118,Buy,2.11154,2.11186,1.95128,1.9518,,
2025-03-29 19:37:00,2.1174,2.1174,2.1123,2.1126,112394.0,237706.3343,834,14075.0,29760.7306,0,409932388,2025-03-29 19:37:54,XRPUSD,9.317,2.11183,Buy,2.11144,2.11184,1.95127,1.95179,,
2025-03-29 19:38:00,2.1125,2.1135,2.1115,2.1134,96948.0,204816.1805,675,78666.0,166194.0553,0,409932402,2025-03-29 19:38:07,XRPUSD,9.47149081,2.1118200000000003,Buy,2.11147,2.11183,1.9512,1.95159,,
2025-03-29 19:38:00,2.1125,2.1135,2.1115,2.1134,96948.0,204816.1805,675,78666.0,166194.0553,0,409932403,2025-03-29 19:38:08,XRPUSD,7.207464,2.11185,Buy,2.11125,2.11208,1.9511,1.95187,,
2025-03-29 19:39:00,2.1134,2.1151,2.1133,2.1151,33546.0,70935.1275,404,9744.0,20605.636,0,409932441,2025-03-29 19:39:03,XRPUSD,6.584,2.11293,Buy,2.11271,2.11293,1.95244,1.95277,,
2025-03-29 19:39:00,2.1134,2.1151,2.1133,2.1151,33546.0,70935.1275,404,9744.0,20605.636,0,409932498,2025-03-29 19:39:47,XRPUSD,8.132436,2.1141400000000004,Buy,2.11397,2.1141400000000004,1.95356,1.9539,,
2025-03-29 19:40:00,2.1151,2.1196,2.1151,2.1195,37592.0,79615.4019,736,31363.0,66421.7944,0,409932506,2025-03-29 19:40:00,XRPUSD,1993.0,2.1147,Buy,2.11444,2.1147,1.95405,1.95439,,
2025-03-29 19:40:00,2.1151,2.1196,2.1151,2.1195,37592.0,79615.4019,736,31363.0,66421.7944,0,409932526,2025-03-29 19:40:17,XRPUSD,140.476,2.11656,Buy,2.11627,2.11656,1.9557,1.95612,,
2025-03-29 19:40:00,2.1151,2.1196,2.1151,2.1195,37592.0,79615.4019,736,31363.0,66421.7944,0,409932569,2025-03-29 19:40:55,XRPUSD,960.0,2.11927,Buy,2.11878,2.11927,1.95821,1.95866,,
2025-03-29 19:42:00,2.1218,2.1241,2.1218,2.1237,71340.0,151444.4068,711,16106.0,34190.7075,0,409932648,2025-03-29 19:42:00,XRPUSD,1360.0,2.12128,Buy,2.12106,2.12128,1.96009,1.96048,,
2025-03-29 19:43:00,2.1237,2.124,2.122,2.122,29606.0,62842.3522,363,3462.0,7349.1988,0,409932726,2025-03-29 19:43:34,XRPUSD,11.881058,2.12238,Buy,2.1222,2.12238,1.96112,1.96143,,
2025-03-29 19:43:00,2.1237,2.124,2.122,2.122,29606.0,62842.3522,363,3462.0,7349.1988,0,409932727,2025-03-29 19:43:34,XRPUSD,30.792042,2.12238,Buy,2.1222,2.12238,1.96112,1.96143,,
2025-03-29 19:44:00,2.1221,2.1231,2.1201,2.1202,85184.0,180710.9595,523,23023.0,48837.3328,0,409932761,2025-03-29 19:44:01,XRPUSD,23.936176,2.12221,Buy,2.1222,2.12221,1.9604,1.9607900000000005,,
2025-03-29 19:45:00,2.1202,2.1227,2.1193,2.1224,157302.0,333677.6074,765,114282.0,242464.342,0,409932887,2025-03-29 19:45:05,XRPUSD,109.265,2.11978,Buy,2.11955,2.11978,1.95865,1.95899,,
2025-03-29 19:45:00,2.1202,2.1227,2.1193,2.1224,157302.0,333677.6074,765,114282.0,242464.342,0,409932960,2025-03-29 19:45:49,XRPUSD,50.88898254,2.12134,Buy,2.12095,2.12135,1.95994,1.96038,,
2025-03-29 19:46:00,2.1223,2.1239,2.1223,2.1234,38087.0,80878.2188,406,31513.0,66918.7335,0,409932982,2025-03-29 19:46:02,XRPUSD,93.663,2.1219,Buy,2.1217,2.1219,1.96065,1.96103,,
2025-03-29 19:46:00,2.1223,2.1239,2.1223,2.1234,38087.0,80878.2188,406,31513.0,66918.7335,0,409933004,2025-03-29 19:46:21,XRPUSD,11.844,2.1231,Buy,2.12295,2.12317,1.96177,1.96215,,
2025-03-29 19:47:00,2.1234,2.1261,2.1234,2.1244,61209.0,130077.2354,777,54288.0,115370.6837,0,409933056,2025-03-29 19:47:10,XRPUSD,17.362000000000002,2.12446,Buy,2.12402,2.1247,1.96283,1.96341,,
2025-03-29 19:50:00,2.1222,2.1224,2.1208,2.1224,16571.0,35156.7823,441,8168.0,17329.8231,0,409933265,2025-03-29 19:50:04,XRPUSD,400.0,2.12094,Buy,2.12069,2.12094,1.95969,1.96007,,
2025-03-29 19:51:00,2.1225,2.1254,2.1225,2.1251,12473.0,26495.2667,441,9481.0,20140.2564,0,409933357,2025-03-29 19:51:28,XRPUSD,40.0,2.1232,Buy,2.12299,2.1232,1.96202,1.96215,,
2025-03-29 19:52:00,2.1252,2.1254,2.1234,2.1246,12964.0,27542.6278,423,5420.0,11514.8319,0,409933400,2025-03-29 19:52:11,XRPUSD,470.89847428,2.12372,Buy,2.12348,2.12372,1.96222,1.96264,,
2025-03-29 19:52:00,2.1252,2.1254,2.1234,2.1246,12964.0,27542.6278,423,5420.0,11514.8319,0,409933436,2025-03-29 19:52:34,XRPUSD,2354.43586003,2.12366,Buy,2.12338,2.1238200000000003,1.9621,1.96269,,
2025-03-29 19:52:00,2.1252,2.1254,2.1234,2.1246,12964.0,27542.6278,423,5420.0,11514.8319,0,409933437,2025-03-29 19:52:34,XRPUSD,2181.0,2.1238200000000003,Buy,2.12338,2.1238200000000003,1.9621,1.96269,,
2025-03-29 19:52:00,2.1252,2.1254,2.1234,2.1246,12964.0,27542.6278,423,5420.0,11514.8319,0,409933438,2025-03-29 19:52:34,XRPUSD,4708.47608828,2.12383,Buy,2.12338,2.1238200000000003,1.9621,1.96269,,
2025-03-29 19:53:00,2.1246,2.1256,2.1242,2.1242,50077.0,106411.0534,391,18774.0,39890.8505,0,409933463,2025-03-29 19:53:03,XRPUSD,109.139,2.12429,Buy,2.12401,2.1242400000000004,1.96274,1.96305,,
2025-03-29 19:53:00,2.1246,2.1256,2.1242,2.1242,50077.0,106411.0534,391,18774.0,39890.8505,0,409933496,2025-03-29 19:53:33,XRPUSD,2.945,2.12354,Buy,2.12323,2.12354,1.96171,1.96243,,
2025-03-29 19:55:00,2.1253,2.1254,2.1241,2.1252,28687.0,60949.5974,553,18511.0,39330.1541,0,409933641,2025-03-29 19:55:51,XRPUSD,7.661708999999999,2.1237,Buy,2.12348,2.1237,1.96222,1.96258,,
2025-03-29 19:57:00,2.1257,2.1274,2.1252,2.1272,42809.0,91011.656,648,30147.0,64090.4565,0,409933764,2025-03-29 19:57:40,XRPUSD,987.0,2.12627,Buy,2.126,2.12635,1.96435,1.96488,,
2025-03-29 19:59:00,2.1292,2.1329,2.1285,2.1328,81900.0,174436.8743,812,61404.0,130786.4939,0,409933954,2025-03-29 19:59:55,XRPUSD,948.0,2.1312,Buy,2.13091,2.1312,1.9688900000000005,1.96933,,
2025-03-29 19:59:00,2.1292,2.1329,2.1285,2.1328,81900.0,174436.8743,812,61404.0,130786.4939,0,409933964,2025-03-29 19:59:59,XRPUSD,44.29600000000001,2.13229,Buy,2.13151,2.13229,1.9696,1.97035,,
2025-03-29 20:00:00,2.1327,2.1328,2.1299,2.1309,115261.0,245652.3413,895,53684.0,114438.3312,0,409934009,2025-03-29 20:00:22,XRPUSD,612.22,2.13022,Buy,2.13021,2.13022,1.96866,1.96916,,
2025-03-29 20:00:00,2.1327,2.1328,2.1299,2.1309,115261.0,245652.3413,895,53684.0,114438.3312,0,409934038,2025-03-29 20:00:48,XRPUSD,21.467,2.1307400000000003,Buy,2.1305,2.1307400000000003,1.96838,1.96906,,
2025-03-29 20:01:00,2.1308,2.1327,2.1293,2.1313,53365.0,113705.3566,744,27518.0,58627.2854,0,409934088,2025-03-29 20:01:15,XRPUSD,2593.4,2.13107,Buy,2.13104,2.13107,1.96906,1.96959,,
2025-03-29 20:01:00,2.1308,2.1327,2.1293,2.1313,53365.0,113705.3566,744,27518.0,58627.2854,0,409934089,2025-03-29 20:01:16,XRPUSD,2179.0,2.13163,Buy,2.13134,2.13163,1.96919,1.96965,,
2025-03-29 20:01:00,2.1308,2.1327,2.1293,2.1313,53365.0,113705.3566,744,27518.0,58627.2854,0,409934099,2025-03-29 20:01:25,XRPUSD,250.0,2.13026,Buy,2.13005,2.13026,1.968,1.96838,,
2025-03-29 20:01:00,2.1308,2.1327,2.1293,2.1313,53365.0,113705.3566,744,27518.0,58627.2854,0,409934108,2025-03-29 20:01:28,XRPUSD,9.329,2.1297200000000003,Buy,2.1293,2.1299200000000003,1.96741,1.96782,,
2025-03-29 20:01:00,2.1308,2.1327,2.1293,2.1313,53365.0,113705.3566,744,27518.0,58627.2854,0,409934126,2025-03-29 20:01:38,XRPUSD,35.503,2.12909,Buy,2.12861,2.12909,1.96652,1.96744,,
2025-03-29 20:02:00,2.1313,2.1324,2.1297,2.1297,106969.0,227947.569,643,51022.0,108720.7394,0,409934176,2025-03-29 20:02:33,XRPUSD,232.62,2.1312900000000004,Buy,2.13107,2.1312900000000004,1.96895,1.96935,,
2025-03-29 20:02:00,2.1313,2.1324,2.1297,2.1297,106969.0,227947.569,643,51022.0,108720.7394,0,409934184,2025-03-29 20:02:50,XRPUSD,1287.0,2.12969,Buy,2.1291900000000004,2.12985,1.96669,1.96807,,
2025-03-29 20:03:00,2.1296,2.1303,2.124,2.1243,71057.0,151144.7558,521,14998.0,31923.5674,0,409934241,2025-03-29 20:03:25,XRPUSD,981.0,2.12818,Buy,2.12817,2.12818,1.96582,1.96616,,
2025-03-29 20:05:00,2.1225,2.1225,2.1194,2.1215,89337.0,189449.7708,742,46634.0,98911.4907,0,409934362,2025-03-29 20:05:04,XRPUSD,12.562,2.12118,Buy,2.12085,2.1216,1.9595,1.96035,,
2025-03-29 20:05:00,2.1225,2.1225,2.1194,2.1215,89337.0,189449.7708,742,46634.0,98911.4907,0,409934407,2025-03-29 20:05:28,XRPUSD,2359.21390992,2.11935,Buy,2.1191,2.11936,1.95801,1.95839,,
2025-03-29 20:06:00,2.1215,2.1215,2.1199,2.1203,35522.0,75316.1192,577,11015.0,23353.9602,0,409934510,2025-03-29 20:06:38,XRPUSD,10.0,2.11915,Buy,2.119,2.11915,1.95781,1.95828,,
2025-03-29 20:08:00,2.1189,2.1234,2.1178,2.123,44057.0,93422.5373,845,29047.0,61593.5685,0,409934624,2025-03-29 20:08:14,XRPUSD,46.81800000000001,2.11927,Buy,2.11862,2.11927,1.95716,1.95828,,
