open_time,open,high,low,close,volume,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1743379200,2.1371,2.1392,2.1346,2.1392,122637.0,262069.0669,859,72576.0,155111.1442,0
1743379260,2.1393,2.1393,2.1352,2.1352,69842.0,149279.1698,1583,19386.0,41434.9365,0
1743379320,2.1351,2.141,2.1325,2.1384,200312.0,427880.7716,2050,83454.0,178250.6121,0
1743379380,2.1384,2.1384,2.1333,2.1347,128844.0,275096.7537,1458,32154.0,68646.3333,0
1743379440,2.1348,2.1394,2.1327,2.1393,50395.0,107695.0575,1168,38180.0,81597.537,0
1743379500,2.1393,2.1399,2.1351,2.1351,38771.0,82870.5052,1215,15123.0,32337.2707,0
1743379560,2.1352,2.1382,2.1347,2.137,149259.0,318889.5489,1586,44666.0,95441.4117,0
1743379620,2.1371,2.1389,2.1294,2.1303,270234.0,575892.6088,1784,125614.0,267697.9433,0
1743379680,2.1302,2.1334,2.13,2.1312,89505.0,190768.1526,993,16120.0,34363.566,0
1743379740,2.1312,2.1319,2.1288,2.1312,68418.0,145773.6735,961,29734.0,63352.0582,0
1743379800,2.1312,2.133,2.1291,2.1324,68226.0,145425.1313,1291,27767.0,59185.2086,0
1743379860,2.1324,2.1342,2.132,2.1321,31972.0,68205.8459,780,10488.0,22376.7614,0
1743379920,2.1321,2.1358,2.1321,2.1347,280397.0,598608.8742,1251,65209.0,139170.9399,0
1743379980,2.1347,2.1348,2.1272,2.1274,213229.0,454041.7953,1191,47173.0,100487.3201,0
1743380040,2.1274,2.1325,2.1274,2.1287,247578.0,527359.4786,1374,133084.0,283387.8478,0
1743380100,2.1286,2.1325,2.1279,2.1293,94123.0,200485.6447,1142,51815.0,110364.2329,0
1743380160,2.1292,2.1292,2.126,2.1279,128545.0,273408.3729,1851,72074.0,153291.9852,0
1743380220,2.1278,2.1279,2.1229,2.125,101284.0,215255.4444,1829,30030.0,63845.5079,0
1743380280,2.125,2.1291,2.1233,2.1286,86979.0,184914.8947,1463,41508.0,88272.0823,0
1743380340,2.1286,2.1288,2.1207,2.1211,94527.0,200617.8905,1283,17912.0,38037.8922,0
1743380400,2.1212,2.1217,2.1151,2.1167,222783.0,471723.2086,2449,57899.0,122614.6401,0
1743380460,2.1168,2.1205,2.1165,2.1201,152146.0,322354.6713,1755,111381.0,235992.7516,0
1743380520,2.1201,2.1218,2.1187,2.121,107708.0,228411.4086,1607,44683.0,94755.6394,0
1743380580,2.1209,2.1224,2.1144,2.1148,209423.0,443648.976,1735,63910.0,135398.9221,0
1743380640,2.1149,2.1149,2.1105,2.1141,243547.0,514514.1921,2182,117193.0,247548.9833,0
1743380700,2.114,2.115,2.1125,2.1125,176992.0,374208.1629,1318,54370.0,114948.2084,0
1743380760,2.1124,2.1133,2.1093,2.1111,191644.0,404636.5859,1340,77686.0,164066.0126,0
1743380820,2.1113,2.1127,2.1104,2.112,83304.0,175919.7058,849,32868.0,69408.6077,0
1743380880,2.1121,2.114,2.1115,2.114,203017.0,428881.0353,926,177148.0,374233.9626,0
1743380940,2.1139,2.1144,2.1088,2.1107,200960.0,424254.8956,1308,50776.0,107191.2284,0
1743381000,2.1108,2.1111,2.1061,2.1081,181288.0,382302.3783,2119,58403.0,123143.9261,0
1743381060,2.1082,2.1085,2.101,2.1028,321815.0,677251.3906,2544,76083.0,160113.1338,0
1743381120,2.1028,2.103,2.099,2.1026,485014.0,1018747.5924,3332,87725.0,184300.6355,0
1743381180,2.1027,2.1038,2.0942,2.0974,664271.0,1392901.5656,3667,174797.0,366588.5207,0
1743381240,2.0974,2.0974,2.089,2.0947,1207831.0,2527126.2153,5096,343883.0,719522.1321,0
1743381300,2.0946,2.0959,2.0913,2.0925,404534.0,846857.7608,2710,119692.0,250560.7369,0
1743381360,2.0926,2.0954,2.09,2.091,232562.0,486901.5005,2557,146035.0,305765.2448,0
1743381420,2.0911,2.0918,2.0851,2.0868,361300.0,754357.5656,3630,142073.0,296771.9772,0
1743381480,2.0867,2.0928,2.0867,2.0922,257483.0,538159.5402,2387,147141.0,307518.7929,0
1743381540,2.0922,2.0927,2.0868,2.0878,153750.0,321385.3033,1954,74229.0,155198.5677,0
1743381600,2.0879,2.0899,2.0846,2.0884,253308.0,528767.1467,3523,88608.0,184973.2123,0
1743381660,2.0883,2.0894,2.0822,2.0873,856846.0,1787516.638,4614,615736.0,1284813.6259,0
1743381720,2.0873,2.0877,2.0823,2.084,217179.0,452695.2028,2256,90296.0,188240.0789,0
1743381780,2.084,2.0855,2.0826,2.0838,337455.0,703282.8013,2098,119287.0,248598.6312,0
1743381840,2.0837,2.0841,2.0807,2.0834,289568.0,603027.9243,2430,164824.0,343190.3651,0
1743381900,2.0833,2.0849,2.082,2.0842,162607.0,338759.4734,2772,91507.0,190637.5339,0
1743381960,2.0842,2.0927,2.0839,2.0923,728656.0,1522848.8002,3521,502874.0,1051207.4033,0
1743382020,2.0923,2.0925,2.0827,2.0828,342094.0,714803.8686,2560,78566.0,164194.1832,0
1743382080,2.0827,2.0917,2.0813,2.0901,213258.0,445126.9164,2786,100641.0,210094.7108,0
1743382140,2.0901,2.0919,2.0881,2.0903,127260.0,266076.5749,2298,53839.0,112556.8235,0
1743382200,2.0902,2.0905,2.0869,2.089,98851.0,206495.6831,2318,54741.0,114354.9366,0
1743382260,2.089,2.0909,2.0869,2.0909,261321.0,545776.7685,2571,203948.0,425959.1008,0
1743382320,2.091,2.0955,2.0897,2.0955,272989.0,571252.4057,2860,176632.0,369664.5849,0
1743382380,2.0955,2.0958,2.0878,2.0886,608657.0,1272754.2938,2505,162777.0,340273.5563,0
1743382440,2.0886,2.0898,2.0834,2.0851,448352.0,935652.8921,2653,138892.0,289879.0565,0
1743382500,2.0851,2.0901,2.0839,2.0892,297708.0,621164.8348,2005,183469.0,382902.4645,0
1743382560,2.0892,2.0948,2.0892,2.094,248370.0,519718.69,1465,161134.0,337202.6035,0
1743382620,2.0939,2.0952,2.0916,2.0924,140984.0,295124.4915,1299,62988.0,131849.9553,0
1743382680,2.0924,2.093,2.0888,2.091,497311.0,1039701.0205,1917,104140.0,217796.0345,0
1743382740,2.0911,2.0918,2.0878,2.0913,119839.0,250448.2195,1465,63263.0,132199.746,0
1743382800,2.0913,2.0918,2.0876,2.0886,114592.0,239359.7229,2054,71749.0,149868.6619,0
1743382860,2.0886,2.0964,2.0886,2.0956,136775.0,286338.1595,2752,101167.0,211799.1831,0
1743382920,2.0955,2.1,2.0954,2.0988,184848.0,387865.5689,2492,86060.0,180569.2896,0
1743382980,2.0988,2.1108,2.0988,2.1093,238487.0,501978.6201,3456,180899.0,380773.8337,0
1743383040,2.1094,2.1118,2.1042,2.1046,247798.0,522310.8032,2267,125338.0,264196.3483,0
1743383100,2.1047,2.1063,2.1021,2.1043,151993.0,319884.1321,2475,56872.0,119700.245,0
1743383160,2.1043,2.1065,2.1001,2.1055,144068.0,302899.0662,2757,63413.0,133314.5631,0
1743383220,2.1054,2.1119,2.1054,2.1082,171462.0,361671.4736,2680,99482.0,209837.5391,0
1743383280,2.1082,2.1112,2.1074,2.1101,110937.0,233972.1936,1711,67561.0,142477.1908,0
1743383340,2.1102,2.1119,2.1046,2.1047,107397.0,226282.5705,1546,31356.0,66097.512,0
1743383400,2.1046,2.1103,2.1043,2.1097,48061.0,101251.5129,1228,26911.0,56694.7831,0
1743383460,2.1098,2.1117,2.1081,2.1101,90949.0,191874.1444,1565,52827.0,111458.5685,0
1743383520,2.11,2.1102,2.1048,2.1053,173613.0,365969.9354,1817,69457.0,146407.334,0
1743383580,2.1053,2.1053,2.0974,2.1016,184744.0,388226.5596,1971,85562.0,179728.3544,0
1743383640,2.1016,2.1024,2.1003,2.1007,139782.0,293789.852,1271,74220.0,156009.1266,0
1743383700,2.1006,2.1078,2.1001,2.1078,96776.0,203648.3651,1532,36505.0,76811.0593,0
1743383760,2.1079,2.1096,2.1055,2.1077,91435.0,192763.4645,1240,60978.0,128570.9286,0
1743383820,2.1076,2.1076,2.1025,2.1048,61918.0,130372.138,984,9996.0,21047.1055,0
1743383880,2.1049,2.1057,2.0989,2.0989,100519.0,211293.3469,1151,37310.0,78488.8717,0
1743383940,2.0988,2.1013,2.0977,2.1005,82254.0,172759.7957,1224,30866.0,64811.8096,0
1743384000,2.1004,2.1014,2.0977,2.0996,87669.0,184019.0071,1115,16044.0,33680.3959,0
1743384060,2.0997,2.1036,2.0982,2.1036,170551.0,358298.615,1523,87759.0,184373.0782,0
1743384120,2.1036,2.1077,2.1026,2.1027,302835.0,637675.6407,1398,196387.0,413506.3837,0
1743384180,2.1026,2.1069,2.1019,2.1069,57998.0,122030.3842,624,24618.0,51797.0085,0
1743384240,2.1069,2.1106,2.1062,2.1103,174336.0,367769.5518,767,134651.0,284053.0825,0
1743384300,2.1104,2.118,2.1103,2.118,234512.0,495788.528,1600,145232.0,307115.7623,0
1743384360,2.1181,2.1312,2.1173,2.1275,386744.0,821568.1113,4686,186714.0,396758.6218,0
1743384420,2.1276,2.1282,2.1223,2.1243,268297.0,570171.5414,2861,104931.0,222965.8459,0
1743384480,2.1243,2.1247,2.1197,2.1199,133733.0,283814.2518,1705,37125.0,78810.2529,0
1743384540,2.1199,2.125,2.1197,2.124,138428.0,293710.2525,853,60911.0,129288.3376,0
1743384600,2.124,2.1247,2.1188,2.1197,192937.0,409341.5044,1949,55627.0,117952.0973,0
1743384660,2.1198,2.1205,2.1146,2.1154,121801.0,257835.9008,1658,50690.0,107338.1222,0
1743384720,2.1154,2.1186,2.1153,2.1174,81236.0,171930.9568,1020,44777.0,94752.0171,0
1743384780,2.1174,2.123,2.1165,2.1189,209685.0,444650.1383,1241,163121.0,345885.5004,0
1743384840,2.1189,2.1219,2.1173,2.1173,71506.0,151621.303,1010,55629.0,117956.8951,0
1743384900,2.1173,2.1181,2.115,2.1157,165444.0,350195.5361,1237,51081.0,108117.495,0
1743384960,2.1157,2.116,2.1119,2.1119,149392.0,315808.8762,1072,68271.0,144312.5036,0
1743385020,2.1118,2.1125,2.1104,2.1117,125518.0,265036.4375,879,38664.0,81633.9268,0
1743385080,2.1117,2.1155,2.1114,2.1153,77718.0,164271.0218,618,36963.0,78139.807,0
1743385140,2.1152,2.1185,2.1151,2.1177,90530.0,191602.8992,555,59807.0,126580.3125,0
1743385200,2.1178,2.1184,2.1136,2.1141,99122.0,209833.5286,1113,80015.0,169379.204,0
1743385260,2.114,2.1164,2.1137,2.1164,96065.0,203193.8545,771,54208.0,114647.1821,0
1743385320,2.1165,2.1209,2.1165,2.1176,44260.0,93773.7498,658,12243.0,25934.892,0
1743385380,2.1175,2.1178,2.1151,2.1178,29843.0,63177.3005,723,14140.0,29934.2136,0
1743385440,2.1179,2.1192,2.1174,2.1188,51184.0,108427.1142,555,34138.0,72316.5356,0
1743385500,2.1188,2.1201,2.1156,2.1156,111211.0,235543.5872,1057,28849.0,61090.3622,0
1743385560,2.1155,2.1211,2.1146,2.1197,204724.0,433078.0175,689,26239.0,55528.8471,0
1743385620,2.1196,2.1203,2.1134,2.1138,173635.0,367338.671,1144,113383.0,239861.0971,0
1743385680,2.1137,2.1153,2.1091,2.1107,138740.0,292966.4966,1078,69411.0,146587.8338,0
1743385740,2.1107,2.1126,2.1088,2.1122,117616.0,248307.0755,765,71436.0,150837.813,0
1743385800,2.1121,2.1135,2.1091,2.1111,79257.0,167324.457,1099,39810.0,84043.0922,0
1743385860,2.111,2.1122,2.1087,2.1093,110499.0,233290.9323,1003,30520.0,64415.173,0
1743385920,2.1092,2.1092,2.1064,2.1075,206368.0,435003.3122,1064,75820.0,159791.4129,0
1743385980,2.1075,2.1131,2.1074,2.1128,708447.0,1494783.5914,1757,553722.0,1168198.3727,0
1743386040,2.1128,2.1135,2.1119,2.113,48981.0,103474.7511,646,38847.0,82063.1239,0
1743386100,2.113,2.1139,2.1123,2.1133,49134.0,103819.9615,646,23686.0,50045.1856,0
1743386160,2.1133,2.1154,2.1129,2.1132,119293.0,252133.7883,945,99779.0,210878.8086,0
1743386220,2.1132,2.1191,2.113,2.1191,116815.0,247061.1274,1003,91620.0,193751.5211,0
1743386280,2.1191,2.1233,2.1184,2.1225,83064.0,176215.5038,1029,62314.0,132190.381,0
1743386340,2.1224,2.1225,2.1199,2.1202,78598.0,166697.9465,517,37477.0,79478.4699,0
1743386400,2.1203,2.1226,2.1202,2.1212,71013.0,150659.8874,1202,45158.0,95798.1125,0
1743386460,2.1211,2.1235,2.1167,2.119,100338.0,212741.1199,1448,55567.0,117769.8678,0
1743386520,2.1191,2.1193,2.1141,2.1148,98042.0,207530.5469,1276,39565.0,83719.6889,0
1743386580,2.1148,2.1157,2.1111,2.1111,114957.0,242861.34,1230,63304.0,133766.4055,0
1743386640,2.1111,2.1119,2.1073,2.11,76026.0,160367.4927,722,45398.0,95748.8719,0
1743386700,2.1101,2.112,2.1086,2.1097,90276.0,190532.8572,948,52765.0,111352.1521,0
1743386760,2.1097,2.1101,2.1042,2.1052,69279.0,145961.2691,893,32675.0,68839.5148,0
1743386820,2.1053,2.1061,2.104,2.104,109329.0,230156.2208,817,23944.0,50409.9837,0
1743386880,2.1041,2.1053,2.1013,2.1052,75142.0,158049.9212,1297,36849.0,77502.6326,0
1743386940,2.1052,2.1052,2.1016,2.104,94918.0,199571.9348,1408,27923.0,58699.6043,0
1743387000,2.1039,2.1071,2.1034,2.1069,48251.0,101594.3353,833,37725.0,79433.0112,0
