open_time,open,high,low,close,volume,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1743724800,2.0648,2.0658,2.0637,2.0648,87599.0,180887.6818,1137,57892.0,119544.8166,0
1743724860,2.0648,2.0648,2.0589,2.0599,139089.0,286733.615,1563,44401.0,91497.3795,0
1743724920,2.0598,2.0672,2.0591,2.0672,101334.0,209101.4456,1037,71104.0,146697.927,0
1743724980,2.0672,2.0701,2.0647,2.0659,292091.0,604138.6995,2749,203866.0,421668.9508,0
1743725040,2.0659,2.0724,2.0648,2.0704,193454.0,400313.8819,1901,100460.0,207852.7507,0
1743725100,2.0704,2.0707,2.0657,2.066,104313.0,215679.9708,1650,29552.0,61115.7109,0
1743725160,2.0659,2.0659,2.0591,2.0596,171879.0,354184.459,1548,46841.0,96515.9813,0
1743725220,2.0595,2.0595,2.0558,2.058,100583.0,206920.678,1373,39883.0,82055.396,0
1743725280,2.0581,2.0587,2.0552,2.0556,119721.0,246260.5654,1291,15085.0,31028.2078,0
1743725340,2.0555,2.0574,2.0545,2.055,183282.0,376753.1757,1145,32256.0,66309.1738,0
1743725400,2.055,2.0562,2.0529,2.0531,47833.0,98288.929,1090,17753.0,36480.9606,0
1743725460,2.0531,2.0538,2.0522,2.0527,35256.0,72377.5706,794,13904.0,28545.4855,0
1743725520,2.0527,2.0557,2.0525,2.0531,65527.0,134569.5144,986,23058.0,47345.382,0
1743725580,2.0531,2.0537,2.0519,2.0534,73312.0,150487.2217,586,58916.0,120937.0004,0
1743725640,2.0534,2.0563,2.0528,2.0538,34557.0,70997.8014,637,11229.0,23069.2064,0
1743725700,2.0537,2.0559,2.052,2.0548,70074.0,143889.741,985,38469.0,78982.1608,0
1743725760,2.0548,2.0581,2.0545,2.0565,72492.0,149038.9165,1146,44259.0,90989.8479,0
1743725820,2.0566,2.0599,2.0551,2.0591,51332.0,105571.6805,918,24953.0,51327.732,0
1743725880,2.059,2.0611,2.0572,2.059,75989.0,156507.2264,1028,38411.0,79097.4847,0
1743725940,2.059,2.0617,2.058,2.0617,58935.0,121431.8752,764,27270.0,56190.8612,0
1743726000,2.0618,2.0657,2.0612,2.0644,300422.0,620010.7928,1079,173858.0,358690.8698,0
1743726060,2.0644,2.0644,2.0618,2.064,50376.0,103933.4202,866,40639.0,83844.4818,0
1743726120,2.0641,2.0645,2.0623,2.0631,69071.0,142521.27,776,34048.0,70257.3903,0
1743726180,2.063,2.0631,2.0597,2.0597,74508.0,153623.938,685,44602.0,91982.9849,0
1743726240,2.0596,2.0598,2.058,2.0585,33920.0,69837.4432,430,10954.0,22553.9651,0
1743726300,2.0585,2.0607,2.0583,2.0607,34487.0,71017.3313,565,20579.0,42375.1093,0
1743726360,2.0608,2.0634,2.0608,2.0619,197617.0,407550.8031,864,136404.0,281311.0426,0
1743726420,2.062,2.0633,2.0601,2.0623,152216.0,313920.1705,1008,77199.0,159243.9911,0
1743726480,2.0624,2.0658,2.0622,2.0658,54512.0,112485.6894,688,26794.0,55296.2595,0
1743726540,2.0657,2.0659,2.0643,2.0643,87734.0,181151.7973,621,11352.0,23440.2798,0
1743726600,2.0643,2.0652,2.0617,2.0617,43951.0,90698.0849,745,17435.0,35984.8198,0
1743726660,2.0616,2.0672,2.0603,2.0655,64074.0,132273.435,720,24655.0,50887.1418,0
1743726720,2.0654,2.0656,2.0641,2.0653,42621.0,88015.1425,582,15359.0,31719.2057,0
1743726780,2.0653,2.0667,2.0635,2.0648,100981.0,208542.5474,700,42421.0,87588.96,0
1743726840,2.0648,2.0651,2.0608,2.0626,43401.0,89510.737,535,12079.0,24907.888,0
1743726900,2.0626,2.0642,2.0615,2.0618,56017.0,115545.5271,800,35090.0,72371.3605,0
1743726960,2.0618,2.063,2.0612,2.062,63037.0,130000.1671,532,16018.0,33028.7315,0
1743727020,2.0619,2.0639,2.0617,2.0639,43765.0,90285.6935,477,26150.0,53944.458,0
1743727080,2.064,2.0665,2.0633,2.0662,122933.0,253914.3285,625,103193.0,213140.8187,0
1743727140,2.0662,2.0662,2.0628,2.0628,126845.0,261880.7405,641,31349.0,64719.4685,0
1743727200,2.0628,2.063,2.0612,2.0617,41614.0,85801.4097,432,17665.0,36423.8534,0
1743727260,2.0617,2.0623,2.0591,2.0591,34473.0,71029.8779,455,16561.0,34123.4831,0
1743727320,2.0591,2.0603,2.0571,2.0571,28873.0,59446.9915,461,6693.0,13780.6635,0
1743727380,2.0572,2.0596,2.0572,2.0587,20871.0,42969.7205,317,12635.0,26012.3709,0
1743727440,2.0586,2.0597,2.0576,2.0585,50689.0,104346.5294,389,28468.0,58595.9294,0
1743727500,2.0585,2.0588,2.0541,2.0541,158106.0,325195.5568,712,89982.0,185055.1705,0
1743727560,2.0542,2.0561,2.0541,2.056,62520.0,128497.9509,385,33615.0,69087.4085,0
1743727620,2.056,2.0564,2.0527,2.0527,42599.0,87515.8843,719,14341.0,29457.3652,0
1743727680,2.0528,2.0538,2.0525,2.0534,42752.0,87768.9073,475,32715.0,67164.5138,0
1743727740,2.0534,2.0545,2.0526,2.0536,22100.0,45384.4429,587,15354.0,31532.1216,0
1743727800,2.0535,2.0538,2.0525,2.053,16612.0,34107.242,505,10209.0,20960.4576,0
1743727860,2.053,2.053,2.0516,2.0522,135902.0,278880.9013,734,26068.0,53492.3175,0
1743727920,2.0522,2.0522,2.0499,2.0505,217418.0,445881.0836,961,17224.0,35316.3482,0
1743727980,2.0505,2.051,2.0495,2.05,71700.0,146997.2495,640,15918.0,32631.5997,0
1743728040,2.0499,2.0499,2.0486,2.0488,71420.0,146338.0574,580,25269.0,51773.5596,0
1743728100,2.0488,2.0492,2.0475,2.0482,76683.0,157081.7773,802,45830.0,93887.2966,0
1743728160,2.0481,2.0485,2.0468,2.0479,47100.0,96446.4283,688,11946.0,24456.5079,0
1743728220,2.048,2.0508,2.0479,2.0506,44909.0,92062.0656,570,26949.0,55243.266,0
1743728280,2.0507,2.0525,2.0507,2.0524,18297.0,37532.1785,428,9101.0,18667.5605,0
