open_time,open,high,low,close,volume,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1743465600,2.0899,2.0899,2.0861,2.0861,328581.0,686146.4577,1412,150519.0,314347.2129,0
1743465660,2.086,2.0894,2.0852,2.0885,166541.0,347538.3372,1023,67924.0,141701.825,0
1743465720,2.0886,2.0904,2.087,2.09,232366.0,485525.313,938,148328.0,309967.543,0
1743465780,2.09,2.0963,2.09,2.0962,134439.0,281535.1732,1224,100247.0,209919.127,0
1743465840,2.0963,2.1015,2.0962,2.1004,344899.0,723873.1051,2181,213437.0,447907.6174,0
1743465900,2.1005,2.1015,2.0992,2.0995,143735.0,301899.6696,1506,85743.0,180065.8084,0
1743465960,2.0994,2.1014,2.0972,2.0981,64523.0,135451.5219,1097,47371.0,99436.1747,0
1743466020,2.098,2.1035,2.0965,2.1024,263410.0,553502.3212,1643,198673.0,417449.3197,0
1743466080,2.1024,2.1045,2.1015,2.1039,371317.0,781062.0375,1923,267362.0,562410.4271,0
1743466140,2.104,2.107,2.1025,2.1045,215020.0,452605.4911,1341,76983.0,162026.1855,0
1743466200,2.1045,2.1045,2.1006,2.1015,23332.0,49053.0993,656,8430.0,17721.2039,0
1743466260,2.1015,2.1023,2.0991,2.0991,158381.0,332615.3956,885,42208.0,88655.9444,0
1743466320,2.099,2.0991,2.0941,2.0948,117033.0,245360.0141,1163,36309.0,76148.2275,0
1743466380,2.0948,2.0968,2.0948,2.0961,137138.0,287410.4386,694,82048.0,171937.4184,0
1743466440,2.0961,2.0962,2.0928,2.0929,32611.0,68301.9661,725,11841.0,24798.6622,0
1743466500,2.093,2.094,2.0912,2.0912,148440.0,310586.0257,927,32989.0,69047.7052,0
1743466560,2.0912,2.0916,2.0896,2.0902,127589.0,266709.3074,1000,20297.0,42430.176,0
1743466620,2.0902,2.0903,2.0866,2.0877,91662.0,191341.5215,937,21263.0,44383.3973,0
1743466680,2.0877,2.0899,2.0877,2.0886,162643.0,339733.7002,827,19647.0,41030.7717,0
1743466740,2.0886,2.0952,2.0886,2.0951,125823.0,263083.0929,1135,96565.0,201851.1218,0
1743466800,2.0952,2.0956,2.0945,2.095,71295.0,149365.3268,809,57847.0,121192.4159,0
1743466860,2.095,2.095,2.0932,2.0943,263274.0,551264.5019,1188,27840.0,58298.1341,0
1743466920,2.0944,2.0973,2.0938,2.097,109078.0,228615.3594,766,91212.0,191187.0807,0
1743466980,2.097,2.0978,2.0954,2.0958,234566.0,491924.2611,988,77528.0,162542.6907,0
1743467040,2.0958,2.0965,2.0951,2.0955,67562.0,141600.4222,450,36171.0,75808.8273,0
1743467100,2.0955,2.0958,2.0938,2.0948,63920.0,133905.7388,571,11314.0,23701.2693,0
1743467160,2.0948,2.0974,2.0944,2.0971,37796.0,79212.6339,615,22289.0,46720.0361,0
1743467220,2.097,2.0999,2.097,2.0999,91982.0,193036.7645,976,64638.0,135643.0337,0
1743467280,2.0999,2.1,2.0972,2.0973,32613.0,68438.7706,468,10885.0,22841.4612,0
1743467340,2.0972,2.0974,2.0948,2.0949,20378.0,42716.5339,394,8235.0,17262.3516,0
1743467400,2.0948,2.0948,2.0925,2.0925,87698.0,183597.2296,692,51190.0,107174.2599,0
1743467460,2.0925,2.0958,2.0924,2.0941,29479.0,61741.6865,801,24699.0,51730.139,0
1743467520,2.094,2.094,2.0885,2.0887,76529.0,160061.8785,1028,42902.0,89730.2283,0
1743467580,2.0887,2.0911,2.0867,2.0911,123365.0,257665.3334,1111,73121.0,152769.1909,0
1743467640,2.0912,2.0916,2.0891,2.0894,43879.0,91718.8911,860,6012.0,12568.8774,0
1743467700,2.0893,2.0893,2.0863,2.0875,74659.0,155855.7269,1174,57359.0,119738.3503,0
1743467760,2.0874,2.0904,2.087,2.0895,66720.0,139382.6522,919,26232.0,54793.0775,0
1743467820,2.0895,2.092,2.0895,2.0919,44414.0,92865.7405,587,24076.0,50335.7707,0
1743467880,2.0919,2.0927,2.0911,2.0915,50224.0,105056.6513,878,21887.0,45787.042,0
1743467940,2.0915,2.0918,2.0882,2.0908,28950.0,60495.161,799,6803.0,14212.9938,0
1743468000,2.0907,2.0909,2.0886,2.0902,53162.0,111113.7655,939,13649.0,28522.6698,0
1743468060,2.0902,2.0906,2.0847,2.0856,79668.0,166297.8316,1501,18281.0,38141.3428,0
1743468120,2.0856,2.0876,2.0849,2.087,30952.0,64567.0604,943,18123.0,37799.4037,0
1743468180,2.0871,2.0881,2.0862,2.0874,36170.0,75483.1993,817,13447.0,28062.8689,0
1743468240,2.0874,2.0891,2.0874,2.0884,93664.0,195585.1589,826,39623.0,82736.2277,0
1743468300,2.0883,2.0904,2.0864,2.0897,71358.0,149058.6695,1370,17083.0,35682.4459,0
1743468360,2.0897,2.0903,2.0854,2.0854,75929.0,158586.7307,1189,20602.0,43031.7297,0
1743468420,2.0854,2.0854,2.0837,2.0848,78192.0,163009.9661,1220,23963.0,49952.9465,0
1743468480,2.0847,2.0847,2.0823,2.0827,146571.0,305292.3664,1121,41682.0,86832.3417,0
1743468540,2.0828,2.0833,2.0791,2.0806,206323.0,429214.7302,1305,22687.0,47201.9867,0
1743468600,2.0805,2.0805,2.0769,2.0771,206327.0,428737.4516,1205,53781.0,111754.8837,0
1743468660,2.077,2.078,2.0696,2.0769,727064.0,1508006.354,3879,400182.0,830424.3063,0
1743468720,2.0769,2.0856,2.0753,2.0779,452461.0,941977.4346,4947,272276.0,566828.1541,0
1743468780,2.0779,2.0793,2.0763,2.078,162191.0,336967.3812,2074,67587.0,140405.9767,0
1743468840,2.078,2.0785,2.0734,2.0734,93123.0,193314.2508,1366,32268.0,67005.0946,0
1743468900,2.0733,2.0756,2.0695,2.0704,378128.0,783590.663,1445,129429.0,268274.4958,0
1743468960,2.0704,2.0735,2.07,2.0709,116813.0,241887.3235,909,43185.0,89440.608,0
1743469020,2.0709,2.0767,2.0709,2.0757,45541.0,94472.3183,558,19082.0,39567.8624,0
1743469080,2.0758,2.0779,2.0758,2.077,167240.0,347320.2413,582,45657.0,94840.2108,0
1743469140,2.077,2.0789,2.077,2.0784,38536.0,80069.8971,730,20326.0,42232.8423,0
1743469200,2.0783,2.0798,2.0744,2.0755,78743.0,163598.8083,1836,53891.0,111992.4203,0
1743469260,2.0756,2.0773,2.0745,2.0762,60667.0,125975.3134,1481,20415.0,42382.7991,0
1743469320,2.0762,2.0778,2.0734,2.0749,86457.0,179362.4825,1303,24903.0,51655.4321,0
1743469380,2.0748,2.0772,2.0733,2.0756,51245.0,106365.3984,849,33392.0,69308.252,0
1743469440,2.0756,2.0768,2.0731,2.0758,44455.0,92257.8065,889,15688.0,32552.7332,0
1743469500,2.0759,2.0761,2.0722,2.0739,60870.0,126288.9036,898,20276.0,42067.8355,0
1743469560,2.0739,2.074,2.0711,2.0722,51253.0,106203.9047,848,17556.0,36379.4652,0
1743469620,2.0722,2.0724,2.07,2.0705,47501.0,98387.1231,717,28349.0,58724.5322,0
1743469680,2.0705,2.071,2.0667,2.0674,180796.0,374128.4092,1404,91754.0,189861.9203,0
1743469740,2.0674,2.0681,2.0656,2.0673,146817.0,303406.275,1113,103989.0,214900.0244,0
1743469800,2.0673,2.0688,2.065,2.0688,299207.0,618353.0657,1176,189487.0,391602.9521,0
1743469860,2.0688,2.0699,2.0667,2.0685,80441.0,166377.7396,650,59832.0,123760.1327,0
