ID,DateTime,Symbol,Quantity,Rate,Side,XRPUSD_BestBid,XRPUSD_BestAsk,XRPEUR_BestBid,XRPEUR_BestAsk,USDEUR_BestBid,USDEUR_BestAsk
412045157,2025-04-08 19:44:49,XRPUSD,54.902,1.80976,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:44_summary,2025-04-08 19:44:00,XRPUSD,6318.89694952,1.8117016681531386,Buy,1.81004,1.81054,N/A,N/A,N/A,N/A
412045185,2025-04-08 19:45:03,XRPUSD,2352.7680574,1.81057,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045198,2025-04-08 19:45:08,XRPUSD,3538.56837583,1.81219,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045204,2025-04-08 19:45:12,XRPUSD,100.0,1.81367,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045240,2025-04-08 19:45:18,XRPUSD,327.06797556,1.8133,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045254,2025-04-08 19:45:21,XRPUSD,405.27524488,1.81413,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045291,2025-04-08 19:45:39,XRPUSD,34.155,1.81498,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045300,2025-04-08 19:45:44,XRPUSD,15.39987874,1.81461,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:45_summary,2025-04-08 19:45:00,XRPUSD,6773.234532410001,1.8118383741029334,Buy,1.81167,1.81207,N/A,N/A,N/A,N/A
412045432,2025-04-08 19:46:26,XRPUSD,1380.51582197,1.81109,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045433,2025-04-08 19:46:26,XRPUSD,641.25,1.81118,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045434,2025-04-08 19:46:26,XRPUSD,641.25,1.81119,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045435,2025-04-08 19:46:26,XRPUSD,1750.40393819,1.81136,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045475,2025-04-08 19:46:45,XRPUSD,165.700694,1.81133,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045534,2025-04-08 19:46:58,XRPUSD,1379.97033371,1.81209,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045535,2025-04-08 19:46:58,XRPUSD,662.28964897,1.81225,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045536,2025-04-08 19:46:58,XRPUSD,2758.74001732,1.81249,Buy,N/A,N/A,N/A,N/A,N/A,N/A
2025-04-08 19:46_summary,2025-04-08 19:46:00,XRPUSD,9380.12045416,1.8117983786517569,Buy,1.81148,1.81241,N/A,N/A,N/A,N/A
412045551,2025-04-08 19:47:03,XRPUSD,1379.35151,1.81294,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045552,2025-04-08 19:47:03,XRPUSD,6.93e-06,1.81294,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045576,2025-04-08 19:47:08,XRPUSD,2.666,1.81338,Buy,N/A,N/A,N/A,N/A,N/A,N/A
412045620,2025-04-08 19:47:19,XRPUSD,1551.0,1.81119,Buy,N/A,N/A,N/A,N/A,N/A,N/A
